org_sentences,paraphrased,org_perplexity,para_perplexity,diff_perplex,log_likelihood_org,log_likelihood_para,diff_log_likelihood
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars Taylor guitar and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made the consumer upon an order basis. The . Guitaria was started in  after a successful the introduction of innovative guitar-making methods and the business collaboration with one of the leading guitar manufacturers companies in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the s and s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Doors, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.",11.12326431274414,25.090991973876957,13.967727661132812,2.409038782119751,3.2225089073181152,0.8134701251983643
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars -Craft, and Vibraphones Taylor Classics brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in  after a successful business collaboration with one of the leading best guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the s and s, incorporating the style sounds of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, Taylors, The All American Rejects, -American Roadsters, Jan and Dean, and many more.",11.12326431274414,23.431596755981445,12.308332443237305,2.409038782119751,3.154085636138916,0.745046854019165
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, Memphis, Tennessee that produces a range of instruments under the their Guitaria, Guitars and Vibraphones brands. Their most popular models range from include handmade and custom handmade instruments available to those made upon an order basis. The Guitaria was started in  after following a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first The guitar models were inspired by the music of the s and s, incorporating the style of their classic rock and many of the favorite groups of the time: The Grateful Dead, The Rolling Stones, Byrds, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Jesus and Mary Chain, The Divine Rejects, Jan and Dean, and many more.",11.12326431274414,24.308277130126957,13.185012817382812,2.409038782119751,3.19081711769104,0.7817783355712891
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. labels. Their most popular models range from custom handmade instruments guitars, available to those made upon an order basis. order. The Guitaria line was started established in  after  with a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, Fresno, CA. Their first models were inspired by the music of the s and s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, s, The All American Rejects, Jan and Dean, and many more.",11.12326431274414,23.301008224487305,12.177743911743164,2.409038782119751,3.148496627807617,0.7394578456878662
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that Virginia which produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their Its most popular models range from custom handmade instruments available to those bare and cutaway models designed by musicians and made upon an order basis. The Guitaria It was started in  after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the s and s, incorporating were designed to emulate the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.",11.12326431274414,24.572265625,13.44900131225586,2.409038782119751,3.201618194580078,0.7925794124603271
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Taylor Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon of fewer variations on an order basis. The Guitaria was started in  after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the s and s, incorporating the style of their some of the favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, is Joplin and many more.",11.12326431274414,21.19480323791504,10.071538925170898,2.409038782119751,3.05375599861145,0.6447172164916992
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that Massachusetts. It produces a range of instruments guitars under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments made, to retail-ready models available to those made upon an order basis. The Guitaria was started produced in  after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their The first models were inspired by the music of the s and s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, s, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.",11.12326431274414,23.006357192993164,11.883092880249023,2.409038782119751,3.135770559310913,0.7267317771911621
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an on a built to order basis. The Guitaria was started in  after a successful business long collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the s and s, incorporating the style sound of their favorite groups of the time: guitar-players, like The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The the Allman Brothers Band, The All American Rejects, man Brothers of Jan and Dean, and many more.",11.12326431274414,22.723880767822266,11.600616455078123,2.409038782119751,3.1234164237976074,0.7143776416778564
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range wide selection of instruments under the Guitaria, Guitars & More, and Vibraphones Taylor Acoustic Guitar brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in  after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first Most models were inspired by the music of the s and s, incorporating the style sounds of their favorite groups of bands at the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Wood Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, is Joplin, Roger Miller, and many more.",11.12326431274414,26.855287551879883,15.732023239135742,2.409038782119751,3.2904627323150635,0.8814239501953125
"Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, that produces a range of instruments under the Guitaria, Guitars and Vibraphones brands. Their most popular models range from custom handmade instruments available to those made upon an order basis. The Guitaria was started in 1989 after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the 1960s and 1970s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Band, The All American Rejects, Jan and Dean, and many more.","Taylor Guitars is an American guitar manufacturer based in Richmond, Virginia, Oakland that produces a range of instruments under the brands Guitaria, Guitars and Vibraphones brands. . Their most popular models range from custom handmade instruments available to those made upon an to the order basis. The . Guitaria was started formally inaugurated in  after a successful business collaboration with one of the leading guitar manufacturers in the world, Guitarsmiths of San Francisco, CA. Their first models were inspired by the music of the s and s, incorporating the style of their favorite groups of the time: The Grateful Dead, The Rolling Stones, Led Zeppelin, The Allman Brothers, The Allman Brothers Who, The Band, The All American Rejects, Jan and Dean, and many more.",11.12326431274414,26.18807411193848,15.064809799194336,2.409038782119751,3.2653040885925293,0.8562653064727783
